X,Y,Z,Day,Date,Time,Lat,Long,Place
-1.8195933,-0.557849,9.725247,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.1109096,0.5291186,8.590396,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.961272,1.3132197,8.402451,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-3.3794158,1.448492,9.44752,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-3.7900212,-1.8112136,9.332599,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.9776106,-1.8267759,11.230003,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.508347,0.8487445,11.340137,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.7329812,1.8171991,11.347319,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.8973393,1.7657237,7.551312,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.5625722,0.63087213,3.4751837,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.35673606,-0.08499416,3.4380736,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.4975731,-3.0346506,4.4113164,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.3706805,-1.5837644,12.304999,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.58657944,-0.7062895,10.916363,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.16519992,0.6679823,8.15106,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.2354081,2.0242975,8.605958,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.6747441,2.2337902,9.694122,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.2018893,-0.47764325,8.443152,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.641646,0.7374141,8.64666,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.8974048,2.2038627,9.916783,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.699818,2.778471,9.5013895,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
6.2524576,4.3179426,7.3166804,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.262876,2.7030537,10.475829,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.1619642,0.94211835,12.534843,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.1156325,0.30286652,13.757083,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
6.221333,0.6991069,14.186842,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.7620673,0.2645593,12.109872,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.2421699,-0.5279215,10.400413,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.7445967,-1.3910311,11.2371855,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.1340753,-2.3953989,14.033613,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.016759412,-2.6312277,16.221914,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.21428105,-2.3451207,16.096218,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.0642227,-1.1348516,12.220005,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.4408886,0.63087213,8.577228,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.003526,1.7130513,6.8893156,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.821146,2.3451207,7.153875,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.560954,2.3295584,7.539341,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.045004,1.9045875,7.478289,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.2477345,1.6962919,6.4068837,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.6204538,1.6675615,5.770026,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.9428947,1.4257472,5.839458,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.198298,1.3455414,6.0106435,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.03232172,0.80564886,5.4779334,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.7908629,0.51116204,5.374983,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-1.8124107,1.021127,6.56131,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.47046062,1.4149733,7.6722193,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.9888053,2.244564,7.3226657,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.3742718,2.4744074,7.3310456,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.1683705,3.0466216,6.2632318,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.0626047,3.5482068,6.851008,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.9867666,3.7493198,8.212111,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.1276035,4.104859,9.355343,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.3406878,3.843891,9.902418,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.5657425,3.2788591,9.739613,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.009091,2.8048072,9.876082,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.540248,1.3910311,11.998542,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.088941,-0.6584055,15.198392,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.7210102,-0.033518825,15.434221,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.8594532,1.9309237,12.492945,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.2908301,3.9133227,9.4535055,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.58418524,3.2956185,9.846154,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.6727707,1.8794483,11.554418,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.2354081,2.4061728,13.478158,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.1299977,3.4751837,15.622166,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.5577838,2.837129,16.537949,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.9935937,0.94570965,13.485341,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.1408371,0.022744916,9.665392,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.7992426,1.5574282,8.220491,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.1775265,3.70383,7.6291237,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.7721301,3.0705638,7.6746135,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.2825158,2.0027497,7.8876977,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
0.92176765,2.0027497,7.9810715,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.6603789,2.36188,7.7847466,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.9081788,2.2744915,7.9451585,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.8052281,1.8303672,7.9343843,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.508347,1.5107412,6.801927,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.4879963,1.7513585,5.815516,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.5717934,1.7717092,5.100847,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.2425907,1.3958195,5.57849,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.1851299,0.93732995,7.5549035,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.1911154,0.6931214,9.08001,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.7393875,1.1887212,9.076419,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.0207062,1.567005,7.5644803,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.8854338,1.4209588,7.7943234,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
2.0697873,0.4297592,10.734404,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.764882,0.56982,13.243526,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
5.3761797,0.81163436,14.389153,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
5.057751,0.46926352,13.53562,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.7122097,-0.11252748,13.551182,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.2549171,-0.7098808,13.199234,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.264494,0.2789245,10.617087,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.489549,0.51355624,9.211691,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
4.3634324,0.30166942,11.1414175,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
3.98874,-0.59256494,14.231135,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
1.9967642,-1.7944542,15.337256,Mondayy,4/4/2016,9.07am,39,-94,Miller Nichols Library
-0.016759412,-1.9919758,13.619416,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
-0.21547815,-0.8762778,11.034876,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.8607155,0.4213795,9.299079,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.4959552,1.7106571,8.218098,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
3.144784,2.3714569,7.023391,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
3.2106245,2.873042,6.25964,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.1559787,2.468422,6.657078,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.36870706,1.3120226,8.045714,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
-1.1324574,0.44532153,8.418014,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
-1.4796166,0.31483752,7.5848308,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
-0.30047232,1.0522517,6.7708025,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.7781156,1.757344,7.2508397,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.62129533,1.5873557,7.9008656,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.20709845,1.2557588,6.861782,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.34835634,1.423353,5.8801594,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.0055647,2.6539726,5.379771,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.8626889,3.4404678,7.327454,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.7605145,3.0765493,11.469423,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
3.2261868,2.2840683,14.993689,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.3654714,1.1659763,16.33085,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.4867992,1.3120226,14.062344,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.0642227,1.5682021,12.522872,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.60932434,1.2234371,12.151771,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.017956512,1.5574282,10.562021,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
-0.130484,1.6651673,7.941567,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.6962919,2.7234044,7.313089,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
3.0921116,3.0538042,10.819398,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.930503,1.8543092,15.668853,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.0175357,0.22744916,15.692795,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.30286652,0.6488287,11.7268,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.39384618,1.5933412,7.514202,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.5303157,2.0805612,6.6103907,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.0235212,1.8112136,8.2169,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.0199299,1.388637,9.229648,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.7565677,1.3443443,8.3821,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.6053122,2.3127987,6.042965,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.420538,3.369839,5.033809,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.018312,2.8921957,7.035362,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.9979613,1.8567034,9.854534,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.2625206,1.3515269,9.961076,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.5629928,1.6747441,7.273585,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
3.3758245,1.3383588,7.103596,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
2.954445,1.6005238,6.951565,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
1.6807296,1.9069817,5.497087,Mondayy,4/4/2016,9.08am,39,-94,Miller Nichols Library
0.91219085,2.955642,8.118738,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.789245,4.509479,9.244013,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.4364557,3.3925838,11.054029,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.9683893,2.8119898,11.567586,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.2513258,2.3989902,12.386402,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.6822822,1.8914193,13.444639,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.7297454,1.8686744,12.548011,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.8243165,2.7581203,9.949105,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
5.0505686,3.4751837,8.1642275,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
5.2205567,2.7006595,10.483012,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.361038,1.009156,13.254301,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.2254105,-0.29448682,13.267468,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.5410896,-0.33039984,11.273099,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.17717093,0.48841715,9.965864,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.8535329,1.3323733,9.465476,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.92895025,1.4664485,8.797494,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.80205756,1.7178397,7.845799,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.4333505,1.6531962,7.4842744,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.008379706,1.5825673,7.285556,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.4189853,1.5394717,6.7109475,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.6464345,2.1332338,7.100005,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.033098,2.12246,7.4806833,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.005985504,1.5969325,7.0904284,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.12330139,1.6903064,6.683414,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.0594343,1.5155296,8.456321,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.8215668,1.4915876,11.640609,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.5685577,0.6560113,11.71004,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.079364,1.009156,9.210494,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.6536171,2.8107927,6.126762,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.6476316,4.590882,6.4248405,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.4137762,4.6806645,9.165004,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.6922798,3.0071173,11.10311,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.4628572,2.554613,11.379641,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.34715924,1.1073183,12.7970085,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.7134721,0.4225766,14.281413,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.5255273,0.15203181,14.239514,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.9843724,1.9201498,13.012486,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.701015,4.156334,9.022549,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.8962077,4.27365,4.1371803,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.046686932,2.291251,6.7971387,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-1.258153,-0.23343466,11.250354,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-2.8275523,-1.4425066,13.406332,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-1.6723499,-0.7565677,12.158954,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.4369418,0.65242,9.172187,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.5231331,1.2354081,8.3629465,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.79248077,0.7589619,10.207679,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-1.0905589,0.15442601,11.1174755,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.80684596,0.24540567,9.961076,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.1364695,0.9744401,7.843405,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.6787562,2.268506,6.3087215,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.2693477,2.3020248,6.5098343,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-1.8806454,0.92057055,6.669049,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-2.8526914,-0.44532153,5.8083334,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-1.1803415,-0.14604631,4.871003,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.4053963,1.4173675,5.209783,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.4580035,3.7301662,8.487445,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
6.9144545,4.272453,13.534422,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
5.243302,2.0649989,14.295778,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.7992426,0.20709845,11.56998,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.32800564,0.35194764,6.495469,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.2896984,2.0961237,6.7253127,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.0386627,2.0039468,11.7148285,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.0657754,0.92296475,14.961367,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.9895816,0.50397944,14.076709,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.8938135,0.40342298,12.5025215,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.7688942,1.1659763,12.77546,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.083311,2.0757728,12.23437,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
5.052963,2.861071,10.915166,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.8127663,2.8898015,8.573636,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.2266076,2.2840683,8.487445,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.6184803,1.0474633,10.588357,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.079785,-0.29448682,14.228741,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.6739678,-1.3060371,15.659276,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.260968,-1.4389153,14.630966,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.039504327,-0.5398925,10.836157,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.003591303,0.4213795,8.005013,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.055843,1.4401124,6.68102,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.255338,2.1045034,7.2089415,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.4169466,1.7585411,7.8876977,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.7126305,1.5251064,7.631518,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.2098482,1.5717934,6.6905966,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.7585411,1.4760253,5.6431336,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.887828,1.6196774,6.38773,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.0271125,1.8387469,8.171411,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.590947,1.5717934,7.740454,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.6304513,1.5945383,6.5744777,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.9528923,1.3814543,7.678205,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0,0.7649474,7.621941,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
-0.034715924,0.7493851,5.779603,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.33877954,1.4413095,7.4986396,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.9261353,2.0901382,7.559692,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.904943,2.5881321,10.484209,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
4.295198,2.5079262,12.320562,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
3.016694,1.8195933,10.712855,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.7561469,1.9309237,10.295067,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.4827871,2.0757728,12.266692,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
2.574964,1.3096284,14.069527,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
1.0378864,0.6991069,15.113399,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.34715924,0.5446809,13.607446,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
0.31124622,0.8870517,10.172963,Mondayy,4/4/2016,9.09am,39,-94,Miller Nichols Library
